corpus,user/qirim/corpus_28_06_crimean_tatar
kiyevlerinden,1
degilmisiñiz,1
degilmidir,1
telâşle,1
telâşlısıñız,1
kiyevlerni,1
degilmü,1
telâşım,1
kiyevnin,1
telâşınen,1
kiyevnnñ,1
baqaçıq,1
asabiyleştirgen,1
asabiyleştirecek,1
alğanıñı,1
telçelegende,1
kiyeyik,1
kiyeyatqanda,1
telçelendi,1
telçelenip,1
telçelemek,1
degilsiniz,1
telçeler,1
telçelenmegen,1
telçeli,1
telçelgen,1
kiygenimizden,1
baqaçıqlarnı,1
kiygenine,1
kiygeninen,1
degilsiñde,1
telükededir,1
telükedemi,1
kiygeniñnen,1
baqaçıqları,1
telükelerden,1
kiygenlerini,1
telükeley,1
kiygenni,1
kiygenlerive,1
baqañ,1
asabiyligi,1
asabiyli,1
kiygil,1
kiygensiñ,1
telükesinde,1
deginesan,1
degim,1
telükesinen,1
kiyikcesine,1
kiyiklengen,1
kiyiklenip,1
degire,1
deginü,1
baqağa,1
tema,1
telükesizlikte,1
kiyikleşe,1
temanna,1
temamıznen,1
temasil,1
kiyikleşkenler,1
kiyikleşkenini,1
degirmencilerge,1
degirleşem,1
baqañnen,1
alğanıñıznen,1
ahundovnı,1
kiyikligini,1
kiyikleştiler,1
tematikanı,1
tematikası,1
degirmencim,1
degirmencilik,1
temaşacılarnen,1
degirmenday,1
degirmenciniñ,1
baqdırayıq,1
temaşacıları,1
kiyikçesine,1
temaşacılarından,1
kiyilgei,1
kiyilemi,1
baqdıñuz,1
temaşada,1
temaşadan,1
temaşacığa,1
temaşaları,1
temaşalarımız,1
kiyilmedi,1
kiyilip,1
asabiylikten,1
asabiylikniñ,1
temaşalarını,1
temaşalarında,1
temaşası,1
kiyilmesi,1
tembel,1
tembeli,1
kiyimge,1
tembilegen,1
tembileri,1
degirmenimizni,1
degirmenimiz,1
asablanıp,1
temeddüninde,1
temelcilerinden,1
temeddün,1
kiyiminden,1
temelgece,1
degirmenimniñ,1
degirmenimni,1
temelimizden,1
temelimizge,1
temelimizni,1
temelimizdir,1
kiyimiñ,1
baqiyet,1
alğay,1
alğaq,1
temelinece,1
kiyimlerime,1
temelisiñ,1
temelinen,1
degirmenköyden,1
temeliñden,1
temellerge,1
kiyimlerinden,1
kiyimlerinen,1
temellerinde,1
degirmenlerden,1
degirmenköylü,1
baqiyge,1
temellerine,1
kiyimleriñni,1
kiyimleriñ,1
quvetledik,1
temelleşecegine,1
kiyimlernen,1
degirmenlerini,1
temelleşmiş,1
temelleştiler,1
temelleşmekte,1
temelleştiñiz,1
temellice,1
kiyimlige,1
baqiylik,1
baqiyligini,1
baqiyetke,1
temelmi,1
temellük,1
temelniñ,1
kiyimçikleri,1
kiyimperini,1
degirmentaş,1
temenge,1
temenim,1
temenci,1
quvetlengenini,1
temenleriniñ,1
degiştirmedi,1
degişmiş,1
baqkañ,1
quvetlenmekte,1
quvetlenmesini,1
quvetlenseler,1
quvetlenüvi,1
temennası,1
temennasıdır,1
temennamız,1
temenniy,1
temennağa,1
degişü,1
kiyindirerim,1
kiyindirerik,1
kiyindiresiñ,1
kiyindireyatqanda,1
degmem,1
degmegenge,1
asabını,1
asabımıznı,1
alğaydıñ,1
ahunnen,1
abunesi,1
abduşkur,1
abduğani,1
abdukarim,1
temillene,1
temettir,1
teminatçılıq,1
teminatnıñ,1
kiyindirilgen,1
teminatımız,1
temindarovnen,1
temindardan,1
kiyindirmeseñ,1
degmesini,1
kiyindirmeyler,1
kiyindirmesine,1
teminlegenini,1
kiyindirsem,1
kiyindirseler,1
degustator,1
kiyindirsinmi,1
kiyindirseñ,1
teminlendi,1
degustatsiyadan,1
degustatsiya,1
degradatsiyası,1
asacah,1
quvetsizligini,1
teminlenmegenleri,1
kiyinerek,1
kiyinemen,1
kiyinesiñ,1
kiyingei,1
degülgen,1
degül,1
quvlasam,1
quvlasañ,1
quvlağan,1
quvmadı,1
teminleybilecek,1
teminlevini,1
kiyingende,1
kiyingenge,1
dehanını,1
dehanı,1
baqlalarnıñkine,1
quvmaqta,1
quvmasa,1
quvmasañız,1
quvmasınmı,1
kiyingenimizge,1
quvmayup,1
temirgaziyeva,1
kiyingenleri,1
dehi,1
quvmayıq,1
kiyingey,1
kiyingenlerini,1
temirhanlarnı,1
kiyinip-quşanayım,1
dehleviniñ,1
dehasi,1
asacaqlar,1
asabınıñ,1
quvmışlardır,1
quvnaqsız,1
temirhanşuradaki,1
kiyinip-quşandılar,1
kiyinip-quşanğanlar,1
kiyinip-quşanğanını,1
dehqannıñ,1
dehqanbayım,1
temirlerge,1
temirkaya,1
kiyiniñ,1
dehqanğa,1
baqlamnı,1
kiyinişip,1
kiyinişi,1
quvulacağı,1
quvulacağını,1
temirtekni,1
temirteknen,1
dehri,1
temirçililerni,1
quvuldığı,1
kiyinmelerine,1
kiyinmekte,1
quvulmalarını,1
quvulmaqtan,1
kiyinmesinen,1
kiyinmelerini,1
baqlanı,1
baqlanen,1
baqlalıq,1
quvulmasını,1
quvuluv,1
quvuluvı,1
kiyinmeyip,1
kiyinmesini,1
kiyinmişler,1
dehşetleri,1
quvulğanınen,1
kiyinse,1
kiyinseler,1
dehşetten,1
kiyinüvge,1
quvunçıq,1
kiyinüvi,1
dei,1
baqlasıdır,1
baqlanıñ,1
quvurdaq,1
kiyinüvini,1
kiyinüvindemi,1
quvurçıqlanıp,1
temizlemeseñ,1
quvurçıqlı,1
temizlen,1
temizlemelimi,1
deisustaki,1
quvuñçıqnı,1
temizlendirildi,1
kiyizcilerniñ,1
dejurnıy,1
quvuşlarında,1
quvuşli,1
temizlenecesiñ,1
temizlengende,1
kiyizcilik,1
baqlavamı,1
asacağım,1
asacaqsıñızmı,1
asacaqlarını,1
alğışla,1
quvuşnen,1
temizlengeni,1
temizlenildi,1
kiyizi,1
temizlenilip,1
kiyizle,1
kiyiziñni,1
dekabirinde,1
temizlenüvi,1
kiyizlerini,1
kiyizlerim,1
dekabrden,1
baqlaçıq,1
quvvetlendire,1
quvvetleyüp,1
quvvetlü,1
quvğance,1
temizlermiz,1
temizleseñ,1
temizlerim,1
temizlettire,1
temizlesinler,1
kiyizleşken,1
quvğanlarında,1
temizlevge,1
temizlevde,1
temizlevnen,1
kiyişi,1
dekabrist,1
dekabrine,1
dekabri,1
asacağımıznı,1
quvğay,1
quvğun,1
quvğunlar,1
quvğunlıq,1
quvğunlıqqa,1
temizleyci,1
kiymeden,1
temizleylermi,1
quvğınlıqlarnı,1
quvğınlıqları,1
quvğınlıqqa,1
kiymediler,1
kiymedigini,1
kiyme,1
temizleñiz,1
temizligimizni,1
kiymediñ,1
temizliginden,1
kiymediñmi,1
dekannıñ,1
dekadans,1
quydıruv,1
quylu,1
temizliknen,1
temizlignni,1
quymaq,1
quymağa,1
temizlikniñ,1
temizlikçün,1
kiymegenini,1
kiymegeni,1
temizliye,1
quypalığı,1
temizpikni,1
dekayabr,1
temizçik,1
kiymeseñ,1
kiymemege,1
baqmadımmı,1
asaf,1
asadullayevniñ,1
alğışlamam,1
quyruqlarından,1
temnndarov,1
temp,1
temni,1
kiymez,1
kiymeyince,1
deklamatsiyanen,1
tempine,1
kiymezim,1
kiymezden,1
temrükke,1
kiymeñiz,1
kiymezler,1
deklarativlik,1
dekke,1
quyruçığına,1
quyruçığından,1
quyruçığını,1
quyruğunı,1
temsilci,1
kiymiş,1
kiymindesiñ,1
quyruğımnı,1
temsilcilerinden,1
kiymleri,1
kiymler,1
baqmadıñmı,1
temsilciligimiz,1
kiynip,1
kiymli,1
temsilcisini,1
kiyse,1
kiyp,1
deklaratsiyalar,1
asaka,1
asafi,1
quyruğıñ,1
kiysek,1
quyrıqları,1
temsilimiz,1
deklaratsiyasında,1
temsilinde,1
temsilinen,1
deklaratsiyağa,1
baqmaga,1
kiyseteler,1
dekolonizatsiya,1
temsilleridir,1
kiysetilmezden,1
baqmagan,1
asakada,1
temsillerinden,1
temsillerni,1
kiysetir,1
quyulacaq,1
kiysetirim,1
dekorativizmniñ,1
baqmaları,1
kiysetken,1
kiysetkenler,1
dekorativligini,1
kiysetmege,1
kiysetmek,1
dekorativlik,1
baqmalarına,1
asal,1
alğışlamaqnı,1
ahunovnı,1
ahunovacılar,1
ahunova,1
temçitke,1
temçitte,1
temçit,1
kiysettim,1
kiysettik,1
tenalaşqandan,1
quyulı,1
tenalaşıp,1
kiyseñiz,1
quyulırlar,1
tenalıq,1
kiysun,1
dekoratsiyanı,1
dekoratsiyalar,1
tenalığından,1
kiyye,1
kiyyamaysıñ,1
kiyçi,1
kizb,1
dekorcı,1
dekoratsiyasında,1
quyumcısı,1
tenbellerge,1
quyumıznıñ,1
quyunuñ,1
kizil,1
kizbin,1
quyup,1
kizledim,1
kizlene,1
dekorcısı,1
dekorcılıqnen,1
baqmalıyız,1
asalat,1
quyusındaki,1
quyuv,1
tenbelliknen,1
kizlâr,1
quyuçıqlar,1
kiçi,1
quyuñızda,1
kiçicik,1
dekoreniñ,1
dekorda,1
quyğanın,1
quyı,1
tenbige,1
kiçigimiz,1
quyını,1
tenbiledim,1
dekornı,1
dekorlarınıñ,1
baqmamaq,1
quzu,1
quzuyaylâ,1
tenbilegenlerine,1
quzğunlarnıñ,1
tenbilemegence,1
kiçikleri,1
tenbilenüvnen,1
kiçiklerini,1
kiçiklerimiz,1
kiçiklerce,1
quzğunlarınıñ,1
tenbilerni,1
kiçiklik,1
kiçiklernen,1
tenbilevini,1
tenbileyler,1
dekorındaki,1
baqmanıñ,1
baqmamnı,1
asalone,1
alğışlamağan,1
tenbinen,1
quçaqladıñmı,1
tenbisi,1
kiçiyev,1
quçaqlamay,1
quçaqlamaz,1
tenbiydir,1
kiçiçik,1
dekorınıñ,1
tenbiyelecekler,1
kiçkenece,1
kiçkeneabdulla,1
tenbiyelemekni,1
tenbiyelemege,1
dekret,1
dekorından,1
tenbiyelerek,1
tenbiyelerim,1
tenbiyelev,1
kiçkenelerde,1
dekretke,1
tenbiyelevlerniñ,1
tenbiyelevler,1
tenbiyelevni,1
tenbiyeleycek,1
kiçkenelerimizni,1
dekretleri,1
dekretinen,1
asamalı,1
quçaqlağanım,1
quçaqlağanımnı,1
tenbiyeleyicidir,1
quçaqlaşa,1
tenbiyeleyiciler,1
kiçkenelernen,1
quçaqlaşamızmı,1
quçaqlaşaraq,1
tenbiyemizni,1
tenbiyenen,1
tenbiyeleyler,1
kiçkenelerini,1
tenbiyesine,1
tenbiyine,1
kiçkenem,1
kiçkenemen,1
kiçkenemiz,1
delde,1
delagard,1
dekretlerinden,1
tendedir,1
kiçkenemizni,1
kiçkenemiznen,1
quçaqqa,1
tendentsiyalarnıñ,1
deldiler,1
quçayım,1
tendentsiyalarına,1
tendentsiyaları,1
tendentsiyanıñ,1
kiçkeneçigimniñ,1
kiçkenesini,1
deldiñ,1
baqmaqçün,1
alğışlandılar,1
alğışlandı,1
ahvadımız,1
quçağısıñ,1
tendir,1
tendentsiyasını,1
tendiristlenip,1
tendiristliktir,1
kiçkenini,1
kiçkeneñizni,1
tendiriz,1
tendürisliknen,1
kişen,1
quçqanım,1
tendüristlendi,1
tendüristleştiler,1
kişenlep,1
delegatlarnıñ,1
delecegim,1
quçuşa,1
tendüristlikten,1
tendüristligiñ,1
tendüristçe,1
tendürusa,1
tendüristlnk,1
tendüristligi,1
tendürüstim,1
quğmaq,1
tendürüstliginen,1
kişideki,1
tendürüstsiñ,1
tenedeki,1
delegatlarını,1
delegatlarından,1
delegatlarğa,1
baqmasañ,1
teneffüslerinde,1
quşandır,1
quşandıra,1
quşandırğanlar,1
teneffüslerine,1
quşandırıp,1
quşanmaq,1
quşanmış,1
teneffüsni,1
kişilerde,1
kişigece,1
quşanğanday,1
tenefüsinde,1
tenefüslerde,1
quşanırmız,1
quşanışında,1
tenefüslernen,1
kişilere,1
delegatsiyamız,1
asanen,1
tenekeciliknen,1
tenekege,1
quşaqları,1
quşaqlarımıznı,1
quşaqlarımızğa,1
quşaqlarına,1
tenekeleri,1
kişilerimizge,1
kişilerimizden,1
tenezzul,1
kişilerimizniñ,1
teneşirde,1
kişilerinden,1
kişilerin,1
kişilerimizni,1
delegatsiyanıi,1
alğışlanmağa,1
alğışlanmalı,1
tengri,1
quşatdı,1
tengsera,1
kişilerinen,1
quşağım,1
quşağımıznıñ,1
tenhasında,1
teniday,1
tenhalıqnı,1
delegatsiyasına,1
kişilermiz,1
delegatsiyasınıñ,1
quşağıñ,1
quşağıñı,1
tenimiz,1
tenimdir,1
baqmasınıñ,1
asanina,1
tenimiznen,1
tenimniñ,1
tenimizge,1
delerler,1
tenip,1
kişimen,1
quşlarnıi,1
teniñde,1
kişimizdir,1
delfinge,1
delfin,1
baqmaya,1
alğışlanıldı,1
quşlarıma,1
quşlarına,1
teniñi,1
kişimiñ,1
kişimizni,1
kişimni,1
delfinlerni,1
delfinler,1
quşluqtan,1
quşlıqta,1
quşman,1
tenlere,1
tenlerim,1
kişinev,1
tenlerimizniñ,1
tenlerin,1
delfino,1
delfinni,1
baqmaycam,1
tenlerine,1
tenlerinen,1
tenlerinden,1
tenlerle,1
tenliler,1
kişinövğa,1
kişinn,1
tenmemnen,1
tennazlar,1
delib,1
kişisin,1
kişisim,1
baqmaycaqsıñ,1
asaninni,1
asaninnen,1
ahvalin,1
ahvali,1
adamızda,1
adamısıñız,1
quşçuğım,1
quşçı,1
quşçılar,1
tenqiddere,1
kişisinen,1
kişisinden,1
quşçıqlarnı,1
tenqidinde,1
kişisiz,1
delican,1
delibaşnı,1
tenqidlar,1
tenqidnen,1
kişisiñ,1
quşçıqtan,1
quşçıqğa,1
quşçısına,1
tenqidnı,1
tenqidni,1
kişisizmi,1
baqmaycağına,1
tenqidsiz,1
tenqidçilerimiz,1
kişiyep,1
quşına,1
tenqidçilerimizniñ,1
kişiñizniñ,1
delidai,1
deliciler,1
qyad,1
tenqidçiniñ,1
tenqidçim,1
qyağıtqa,1
qyda,1
qytarsañız,1
tenqidçılar,1
qyığından,1
tenqidçılıq,1
kişmişini,1
kişmişinden,1
baqmaydım,1
baqmaycaqsıñızmı,1
tenqidçınıñ,1
tenqidçısı,1
tenqidçımız,1
qıblanı,1
qıblasına,1
tenqidı,1
tenqitli,1
kişnegeninden,1
delidonlar,1
qıblem,1
qıbleteyin,1
tenqitçidir,1
tenqitte,1
kişnemege,1
baqmaymız,1
qıbrısta,1
tenqitçilerimiz,1
kişnerse,1
kişner,1
tenqitçiligimizni,1
qıbıl,1
tenqitçini,1
deliginde,1
deligin,1
tenqitçisi,1
tenqitçılarnı,1
kişneviniñ,1
qıbırdagaraq,1
tenqıtçı,1
tenteklerce,1
kişnevleri,1
baqmaysıñız,1
asanlarnıñ,1
asanlarday,1
alğışlarmız,1
qıbırdamamağa,1
tenteklerge,1
tenteklerni,1
tenteklerdenler,1
tenteknen,1
tentenkler,1
kişniyler,1
deliginen,1
kişvere,1
delihanege,1
tentler,1
tentlernen,1
kişveyev,1
baqmayu,1
baqmaytura,1
tenzileçik,1
tenviri,1
tençigi,1
teodorakisniñ,1
kladovşçikovnı,1
kladovka,1
teodüs,1
teoriya,1
klanlarnı,1
qıbırdanmaqnıñ,1
teoriyacı,1
tepa,1
klanları,1
klandan,1
baqmayurlar,1
asanmı,1
qıbırdanmañız,1
qıbırdanuvıñ,1
tepedep,1
tepege,1
tepeden,1
tepele,1
klapanlarğa,1
klapanlar,1
klanına,1
tepelerinde,1
qıbırdasañız,1
tepeley,1
klapanlarını,1
tepeliklerni,1
qıbırdatamaz,1
klaranı,1
klaranen,1
baqmayın,1
baqmayımmı,1
qıbırdatmadılar,1
qıbırdatmaması,1
teperler,1
tepesinden,1
qıbırdatmağan,1
qıbırdatqan,1
tepesiñ,1
klarağa,1
klarañıznı,1
tepeçik,1
klarnetni,1
klarnetiñni,1
tepilmekte,1
tepingen,1
klarnetçi,1
deliklerini,1
baqmayıq,1
alğışlarse,1
ahvalı,1
ahvalât,1
qıbırdavuq,1
qıbırdavın,1
qıbırdaycaq,1
qıbırdaycağı,1
qıbırdayman,1
qıbırdayım,1
tepinip,1
tepinirken,1
tepingenini,1
tepisi,1
tepişesiñiz,1
tepis,1
klassifikatsiyam,1
qıbırdındı,1
tepkemen,1
qıcırtqan,1
tepkenge,1
klassifikatsiyasından,1
klassifikatsiyağa,1
klassifikatsiyasını,1
klassifikatsiyasına,1
delikni,1
qıcıtqanlıq,1
tepmelediler,1
klassigimizniñ,1
klassigimizge,1
deliktir,1
qıdaqlağan,1
klassigine,1
qıdınlar,1
tepmelengen,1
delikçikke,1
tepmelerden,1
baqmazmı,1
baqmazlar,1
baqmazdım,1
qıdıracaqsız,1
tepmemni,1
qıdıracağını,1
tepmesidir,1
klassikağa,1
klassikasınıñ,1
klassikasını,1
qıdıramı,1
tepmesinler,1
qıdırarken,1
tepredi,1
klassiklerden,1
teprendirdi,1
teprendigini,1
klassikler,1
delilere,1
qıdırayatqanına,1
qıdırayatqanını,1
qıdırayım,1
teprendirici,1
teprendirgen,1
tepreneler,1
teprendirmeseñiz,1
klassiklerimizden,1
teprengeninden,1
qıdırdıñmı,1
teprengenini,1
teprengenday,1
qıdırdıñızmı,1
qıdırgan,1
qıdırilyas,1
teprenirmi,1
klassikleriñizniñ,1
klassiklerine,1
delileri,1
baqmañıznı,1
ahvalım,1
qıdırmadan,1
qıdırmalar,1
teprenmeler,1
teprenmekte,1
qıdırmalımı,1
qıdırmalımız,1
teprense,1
klassikten,1
klassikni,1
qıdırmaqnı,1
teprensin,1
teprentilerimizni,1
klassiçesköy,1
teprenüvinde,1
klasstaki,1
deliligini,1
deliligin,1
tepretesiñ,1
qıdırmaysıñmı,1
tepretir,1
klassındaki,1
qıdırmaysıñızmı,1
qıdırmayıq,1
tepretmedim,1
tepretirim,1
deliliktir,1
qıdırmañaz,1
qıdırmañız,1
tepretmey,1
klavdiyanıñ,1
klavdiyanı,1
klavdiyağa,1
klavişalarda,1
delilimiz,1
baqmağandırsıñız,1
baqmağandırsıñ,1
alğışlarım,1
klavişler,1
klavişlerini,1
klavişleri,1
klavişalarını,1
tepsilerini,1
qıdırtmañ,1
tepsilerni,1
kle,1
qıdırtıb,1
tepsili,1
klepinino,1
klepinin,1
delillerdir,1
baqmağanlar,1
qıdıruvlardan,1
qıdıruvğa,1
qıdırğance,1
tepsiniñ,1
tepsiçikke,1
klerge,1
tepsiçiklerine,1
klerikallar,1
klerikalizm,1
delillergemi,1
qıdırğanları,1
kletkalardaki,1
kletkalarnıñ,1
delilleridir,1
kletkaları,1
qıdırğanına,1
kletkalarınıñ,1
delillerim,1
baqmağanından,1
asanovna,1
alğışlarına,1
ahvalımıznı,1
adamıznıñ,1
adamıznı,1
qıdırıla,1
qıdırılmay,1
terak,1
kley,1
kleyiniñ,1
kleyeman,1
kletkalı,1
qıdırındı,1
kleyledi,1
qıdırıqlanıp,1
qıdırıqlap,1
teraqqiyatnı,1
klimentiy,1
delillerinen,1
delillerimni,1
qıdırırmız,1
teraqqiyatımız,1
teraqqiyatımızda,1
klimentniñ,1
teraqqiyetke,1
teraqqiyatında,1
delilleriñiz,1
qılabdanlı,1
qılacaq,1
teraqqiyine,1
klimt,1
klimoviçten,1
terassalar,1
klimtte,1
klimtniñ,1
baqmış,1
baqmağaydı,1
baqmağanıñız,1
qılan,1
teraviydir,1
terazeci,1
teraviyden,1
qılarlar,1
terazecige,1
klinikadan,1
delilleştirmek,1
delillerniñ,1
qılasuz,1
terazesi,1
klinikasında,1
klinikalarnıñ,1
terazesinen,1
klinikağa,1
klinikasınıñ,1
delilli,1
baqqalcılıq,1
qılavuzlarnıñ,1
terazige,1
qılavuzın,1
klinçke,1
klintonğa,1
klizma,1
klopper,1
delilnen,1
delillik,1
terbiyalav,1
terbiyağa,1
klounlarnıñki,1
klubcıların,1
terbiyecilerge,1
delilsizlik,1
baqqaliye,1
baqqaldan,1
asanovqa,1
asanovnı,1
qıldıqda,1
qıldıqtan,1
qıldıram,1
qıldırdım,1
terbiyecilerniñ,1
terbiyecileriniñ,1
terbiyecilikke,1
terbiyeciniñ,1
terbiyecilik,1
delimidan,1
klublarnıñ,1
klublardaki,1
qılgıl,1
terbiyei,1
delini,1
baqqalnı,1
qıllarını,1
terbiyeledimi,1
terbiyelediñiz,1
terbiyelegeni,1
terbiyelediñ,1
terbiyeledik,1
terbiyelegensiñiz,1
terbiyelemedim,1
terbiyelegeniñiz,1
terbiyelemekniñ,1
terbiyelemekni,1
klubtadır,1
klubnaya,1
asanovğa,1
qılmay,1
qılmaycaq,1
qılmaymı,1
klubtakilerni,1
klubu,1
deliqanlılarnı,1
qılmazsıñ,1
terbiyelemey,1
qılmağıl,1
qılmış,1
terbiyelendiler,1
klubudır,1
baqqanca,1
qılmışsız,1
qılmışımız,1
qılnı,1
terbiyelenecekler,1
terbiyelengenimni,1
terbiyelengenlerini,1
terbiyelengeni,1
baqqance,1
asantay,1
terbiyelenmeleri,1
terbiyelenilgen,1
terbiyelenmez,1
terbiyelenmesinde,1
terbiyelengensiz,1
terbiyelenüvi,1
terbiyelerinde,1
klubından,1
qılursun,1
qıluv,1
klubıñ,1
delirdiñ,1
delirdiler,1
asançiq,1
alğışlavını,1
alğışlavlarnen,1
ahvalında,1
qılzarı,1
terbiyelevine,1
terbiyelevi,1
terbiyeleycek,1
klumbalarınen,1
klumbalarnıñ,1
klumbalarda,1
qılğanları,1
qılğanlay,1
terbiyelidir,1
qılğanğa,1
terbiyeliligini,1
klup,1
klükviya,1
klönkalı,1
klunitskiy,1
baqqandırsıñ,1
qılıc,1
qılıca,1
klüçevskiyniñ,1
qılıfları,1
qılıflarını,1
qılıflı,1
klüçkina,1
klüçom,1
deliresiñ,1
delirem,1
terbiyesizlikte,1
terbiyesizligini,1
qılıfıñ,1
terbiyeñ,1
kn,1
kmt,1
baqqanlarğa,1
baqqanlarnı,1
asançün,1
terc,1
terci,1
knebel,1
knigada,1
tercimancı,1
delirgenimden,1
delirgendir,1
qılınmaqlarıñ,1
tercimandan,1
qılınmaqtan,1
qılınması,1
knopkası,1
knopkanen,1
qılınmayıp,1
tercimanlarnı,1
qılınmañız,1
knr,1
knopkasını,1
delirgeniñni,1
baqqanların,1
qılınmağan,1
tercimansız,1
tercimanğa,1
knâginâ,1
knâjiç,1
qılınuvlarından,1
qılınuvlarını,1
knâjiçniñ,1
delirgenmi,1
delirgenler,1
qılınuvğa,1
tercimecige,1
knâjnanı,1
tercimeial,1
knâjnânıñ,1
knâjnağa,1
delirir,1
baqqanlarından,1
asançıqlarnıñ,1
alğışlaycağımnı,1
tercimeialım,1
tercimeiallarını,1
tercimeialından,1
knâzevni,1
knâjnâsı,1
tercimeialıñnı,1
tercimeialıñıznı,1
knâziniñ,1
tercimeiyallarımız,1
tercimeiyallarını,1
knâzları,1
knâzi,1
delirirsiñ,1
tercimeiyalıma,1
tercimeiyalım,1
qılıqlarınen,1
qılıqlarınıñ,1
knâzlıqta,1
knâzlıqnıñ,1
knâzlarınen,1
qılıqlarıñnı,1
tercimelerde,1
qılıqsızlıqta,1
tercimelerimden,1
tercimelerinde,1
knâzmı,1
knâzlığınıñ,1
delirmezlermi,1
asançıqqa,1
qılısar,1
tercimeleriniñ,1
tercimelernen,1
qılıylıqnen,1
tercimeme,1
knışmi,1
delirteceksiñ,1
tercimesidir,1
knışniñkimi,1
delirtmek,1
delirtirler,1
baqqanıma,1
qılıçbayğa,1
tercimeyi,1
tercimeyialına,1
kobalt,1
koal,1
tercümelerde,1
tercümecilerniñ,1
kobeleklerni,1
terdir,1
delisini,1
delisim,1
delirtmez,1
asançığımnı,1
ahyardan,1
ahyar,1
adamıña,1
abutalibniñ,1
aburçuburnıñ,1
tereddut,1
tereddüdi,1
kobelekniñ,1
teredi,1
teregen,1
koberne,1
delisiñmi,1
qılıçınday,1
teregimiz,1
teregimizni,1
teregim,1
kobzarni,1
kobı,1
dellillerni,1
deljanğa,1
baqqanımıznı,1
qılığından,1
qılığınen,1
qılığıñnı,1
qım,1
tereginii,1
tereginen,1
teregiñ,1
kodeksinde,1
dellâlcılığını,1
terekdeki,1
terekdir,1
kodeksinen,1
qımdım,1
kodeksleri,1
dellâldan,1
baqqanın,1
asançığımı,1
qımmayıp,1
qımpızlıqlarına,1
kodekus,1
kodekste,1
kodlağan,1
kodjaman,1
dellâllarğa,1
qımıldanmaz,1
tereklerinnñ,1
koftalar,1
koftası,1
dellâllığı,1
dellâllıq,1
dellâllarnı,1
koftaçıqlar,1
koftaçıq,1
kogonaşvili,1
koftaçığını,1
dellâlnı,1
terekliklerden,1
koh,1
kogonoşvili,1
qınalağan,1
tereknip,1
kojva,1
koinde,1
baqqanıñ,1
asanı,1
alğışlayıcı,1
alğışlaysıñ,1
terektedir,1
tereksiñ,1
terektniñ,1
kokarekok,1
qınlardan,1
qınları,1
terekzardan,1
kokburundan,1
kokat,1
terendemiz,1
kokdayır,1
kokday,1
delmedelik,1
dellâlınen,1
qınımıznı,1
terengligi,1
tereneksiz,1
terenindedir,1
terenindeki,1
delmez,1
delmesin,1
qınışıp,1
terenlerge,1
kokközlidir,1
terenleşerek,1
kokluzda,1
delovoynıñ,1
delo,1
baqqanıñıznı,1
baqqanıñız,1
qıpuvlar,1
terenleşir,1
kokluzlılar,1
kokluzlı,1
kokluznıñ,1
kokluzğa,1
delse,1
delovoyı,1
terenleştirdiler,1
terenleştirici,1
kokluş,1
qıpçaqnen,1
terenleştirilecegini,1
kokoş,1
delâl,1
delta,1
baqqaydılar,1
terenleştirmekten,1
koksi,1
qıpçaqtan,1
terenligim,1
koksini,1
koksine,1
kokqartal,1
koksulı,1
koksul,1
delâletke,1
baqraytıp,1
baqqkanda,1
asanımnıñ,1
alğışlayıq,1
ahzaab,1
qıpışqan,1
qıqıldap,1
qıqırdağıñıznı,1
terenliklerde,1
koktebel,1
koktay,1
koktobe,1
delâletnen,1
delâletli,1
qıraathanesi,1
qıraatınen,1
kolaysızlıq,1
kolay,1
kolagen,1
asanın,1
qıraet,1
terep,1
terentiy,1
tererler,1
kolbasnen,1
kolbasalar,1
delânkada,1
tereçik,1
kolbaçığım,1
kolbasnı,1
qıraliçasından,1
kolegi,1
delânkalar,1
delâllarnıñ,1
alğışlañ,1
terib,1
kolhoza,1
kolhozabad,1
delânkasını,1
delânkanıñ,1
terileriniñ,1
terilerinden,1
terileriñi,1
terileriñiznen,1
kolhozcılarnen,1
delânkağa,1
baqsanlı,1
terimcilerden,1
qırallıqta,1
terimcilerinden,1
qırallığımnı,1
terime,1
kolhozcılarımız,1
kolhozcıları,1
terimine,1
qırallığıñnı,1
kolhozcılıqtan,1
kolhozcılarına,1
terimler,1
kolhozcısı,1
demagogiyanıñ,1
demagogik,1
baqsaçı,1
asanını,1
ahzere,1
terinden,1
kolhozcısıñmı,1
teriqatınıñ,1
terip,1
dembelek,1
qıralıñ,1
qıralıña,1
qıralıñnı,1
teriritoriyasından,1
kolhozlarara,1
kolhozlardaki,1
dembellerini,1
dembeli,1
dembel,1
qıramtatar,1
qıramtatarlarnıñ,1
qıranen,1
teritoriyalarda,1
terisiz,1
teriñiz,1
demden,1
teriñizni,1
teriñnen,1
teriñiznen,1
terjimege,1
terki,1
terjiman,1
kolhozlarında,1
asardı,1
alğışlağanda,1
terkibimde,1
terkibatından,1
qıravğa,1
terkibin,1
kolhozlaştırılğan,1
kolhozlaştıruvnıñ,1
qıraydıñ,1
qırayethanesinde,1
qırayetlerden,1
kolhoznen,1
demediler,1
terkibleri,1
terkiblerile,1
kolhozniklerniñ,1
baqtacı,1
baqsıñ,1
terkiplerde,1
qırcımanlaşa,1
qırcımanlıq,1
terkiplerinen,1
terkipte,1
kolhozperver,1
kolhoznıñdır,1
kolhozçıdır,1
kolhozun,1
qırdapında,1
